feature,importance,fold
CC_NAME_CONTRACT_STATUS_SIGNED_SUM,0,8
CC_NAME_CONTRACT_STATUS_SIGNED_VAR,31,8
CC_NAME_CONTRACT_STATUS_NAN_MIN,0,8
CC_NAME_CONTRACT_STATUS_NAN_MAX,0,8
CC_NAME_CONTRACT_STATUS_NAN_MEAN,0,8
CC_NAME_CONTRACT_STATUS_NAN_SUM,0,8
CC_NAME_CONTRACT_STATUS_NAN_VAR,0,8
CC_COUNT,19,8
INDEX,2559,9
CODE_GENDER,401,9
FLAG_OWN_CAR,21,9
FLAG_OWN_REALTY,178,9
CNT_CHILDREN,164,9
AMT_INCOME_TOTAL,1209,9
AMT_CREDIT,1606,9
AMT_ANNUITY,2220,9
AMT_GOODS_PRICE,1705,9
REGION_POPULATION_RELATIVE,2112,9
DAYS_BIRTH,3205,9
DAYS_EMPLOYED,2949,9
DAYS_REGISTRATION,2590,9
DAYS_ID_PUBLISH,2695,9
OWN_CAR_AGE,1173,9
FLAG_MOBIL,0,9
FLAG_EMP_PHONE,1,9
FLAG_WORK_PHONE,212,9
FLAG_CONT_MOBILE,0,9
FLAG_PHONE,149,9
FLAG_EMAIL,15,9
CNT_FAM_MEMBERS,138,9
REGION_RATING_CLIENT,70,9
REGION_RATING_CLIENT_W_CITY,195,9
HOUR_APPR_PROCESS_START,986,9
REG_REGION_NOT_LIVE_REGION,33,9
REG_REGION_NOT_WORK_REGION,25,9
LIVE_REGION_NOT_WORK_REGION,24,9
REG_CITY_NOT_LIVE_CITY,137,9
REG_CITY_NOT_WORK_CITY,89,9
LIVE_CITY_NOT_WORK_CITY,86,9
EXT_SOURCE_1,2887,9
EXT_SOURCE_2,3685,9
EXT_SOURCE_3,3525,9
APARTMENTS_AVG,392,9
BASEMENTAREA_AVG,499,9
YEARS_BEGINEXPLUATATION_AVG,395,9
YEARS_BUILD_AVG,303,9
COMMONAREA_AVG,325,9
ELEVATORS_AVG,132,9
ENTRANCES_AVG,298,9
FLOORSMAX_AVG,310,9
FLOORSMIN_AVG,153,9
LANDAREA_AVG,653,9
LIVINGAPARTMENTS_AVG,294,9
LIVINGAREA_AVG,445,9
NONLIVINGAPARTMENTS_AVG,233,9
NONLIVINGAREA_AVG,510,9
APARTMENTS_MODE,577,9
BASEMENTAREA_MODE,533,9
YEARS_BEGINEXPLUATATION_MODE,604,9
YEARS_BUILD_MODE,385,9
COMMONAREA_MODE,382,9
ELEVATORS_MODE,58,9
ENTRANCES_MODE,175,9
FLOORSMAX_MODE,59,9
FLOORSMIN_MODE,115,9
LANDAREA_MODE,634,9
LIVINGAPARTMENTS_MODE,489,9
LIVINGAREA_MODE,528,9
NONLIVINGAPARTMENTS_MODE,83,9
NONLIVINGAREA_MODE,486,9
APARTMENTS_MEDI,396,9
BASEMENTAREA_MEDI,367,9
YEARS_BEGINEXPLUATATION_MEDI,480,9
YEARS_BUILD_MEDI,185,9
COMMONAREA_MEDI,358,9
ELEVATORS_MEDI,73,9
ENTRANCES_MEDI,141,9
FLOORSMAX_MEDI,67,9
FLOORSMIN_MEDI,146,9
LANDAREA_MEDI,463,9
LIVINGAPARTMENTS_MEDI,268,9
LIVINGAREA_MEDI,373,9
NONLIVINGAPARTMENTS_MEDI,90,9
NONLIVINGAREA_MEDI,294,9
TOTALAREA_MODE,992,9
OBS_30_CNT_SOCIAL_CIRCLE,376,9
DEF_30_CNT_SOCIAL_CIRCLE,140,9
OBS_60_CNT_SOCIAL_CIRCLE,472,9
DEF_60_CNT_SOCIAL_CIRCLE,159,9
DAYS_LAST_PHONE_CHANGE,2053,9
FLAG_DOCUMENT_2,0,9
FLAG_DOCUMENT_3,182,9
FLAG_DOCUMENT_4,0,9
FLAG_DOCUMENT_5,28,9
FLAG_DOCUMENT_6,26,9
FLAG_DOCUMENT_7,0,9
FLAG_DOCUMENT_8,59,9
FLAG_DOCUMENT_9,0,9
FLAG_DOCUMENT_10,0,9
FLAG_DOCUMENT_11,23,9
FLAG_DOCUMENT_12,0,9
FLAG_DOCUMENT_13,0,9
FLAG_DOCUMENT_14,0,9
FLAG_DOCUMENT_15,0,9
FLAG_DOCUMENT_16,63,9
FLAG_DOCUMENT_17,0,9
FLAG_DOCUMENT_18,79,9
FLAG_DOCUMENT_19,0,9
FLAG_DOCUMENT_20,0,9
FLAG_DOCUMENT_21,0,9
AMT_REQ_CREDIT_BUREAU_HOUR,2,9
AMT_REQ_CREDIT_BUREAU_DAY,32,9
AMT_REQ_CREDIT_BUREAU_WEEK,41,9
AMT_REQ_CREDIT_BUREAU_MON,163,9
AMT_REQ_CREDIT_BUREAU_QRT,237,9
AMT_REQ_CREDIT_BUREAU_YEAR,432,9
NAME_CONTRACT_TYPE_CASHLOANS,129,9
NAME_CONTRACT_TYPE_REVOLVINGLOANS,10,9
NAME_TYPE_SUITE_CHILDREN,29,9
NAME_TYPE_SUITE_FAMILY,39,9
NAME_TYPE_SUITE_GROUPOFPEOPLE,0,9
NAME_TYPE_SUITE_OTHER_A,14,9
NAME_TYPE_SUITE_OTHER_B,30,9
NAME_TYPE_SUITE_SPOUSEPARTNER,61,9
NAME_TYPE_SUITE_UNACCOMPANIED,63,9
NAME_INCOME_TYPE_BUSINESSMAN,0,9
NAME_INCOME_TYPE_COMMERCIALASSOCIATE,112,9
NAME_INCOME_TYPE_MATERNITYLEAVE,0,9
NAME_INCOME_TYPE_PENSIONER,0,9
NAME_INCOME_TYPE_STATESERVANT,34,9
NAME_INCOME_TYPE_STUDENT,0,9
NAME_INCOME_TYPE_UNEMPLOYED,0,9
NAME_INCOME_TYPE_WORKING,132,9
NAME_EDUCATION_TYPE_ACADEMICDEGREE,0,9
NAME_EDUCATION_TYPE_HIGHEREDUCATION,98,9
NAME_EDUCATION_TYPE_INCOMPLETEHIGHER,75,9
NAME_EDUCATION_TYPE_LOWERSECONDARY,39,9
NAME_EDUCATION_TYPE_SECONDARYSECONDARYSPECIAL,129,9
NAME_FAMILY_STATUS_CIVILMARRIAGE,44,9
NAME_FAMILY_STATUS_MARRIED,228,9
NAME_FAMILY_STATUS_SEPARATED,22,9
NAME_FAMILY_STATUS_SINGLENOTMARRIED,53,9
NAME_FAMILY_STATUS_UNKNOWN,0,9
NAME_FAMILY_STATUS_WIDOW,60,9
NAME_HOUSING_TYPE_COOPAPARTMENT,2,9
NAME_HOUSING_TYPE_HOUSEAPARTMENT,93,9
NAME_HOUSING_TYPE_MUNICIPALAPARTMENT,32,9
NAME_HOUSING_TYPE_OFFICEAPARTMENT,54,9
NAME_HOUSING_TYPE_RENTEDAPARTMENT,40,9
NAME_HOUSING_TYPE_WITHPARENTS,5,9
OCCUPATION_TYPE_ACCOUNTANTS,42,9
OCCUPATION_TYPE_CLEANINGSTAFF,23,9
OCCUPATION_TYPE_COOKINGSTAFF,21,9
OCCUPATION_TYPE_CORESTAFF,49,9
OCCUPATION_TYPE_DRIVERS,97,9
OCCUPATION_TYPE_HRSTAFF,0,9
OCCUPATION_TYPE_HIGHSKILLTECHSTAFF,71,9
OCCUPATION_TYPE_ITSTAFF,0,9
OCCUPATION_TYPE_LABORERS,89,9
OCCUPATION_TYPE_LOWSKILLLABORERS,28,9
OCCUPATION_TYPE_MANAGERS,32,9
OCCUPATION_TYPE_MEDICINESTAFF,55,9
OCCUPATION_TYPE_PRIVATESERVICESTAFF,5,9
OCCUPATION_TYPE_REALTYAGENTS,0,9
OCCUPATION_TYPE_SALESSTAFF,49,9
OCCUPATION_TYPE_SECRETARIES,11,9
OCCUPATION_TYPE_SECURITYSTAFF,3,9
OCCUPATION_TYPE_WAITERSBARMENSTAFF,15,9
WEEKDAY_APPR_PROCESS_START_FRIDAY,117,9
WEEKDAY_APPR_PROCESS_START_MONDAY,93,9
WEEKDAY_APPR_PROCESS_START_SATURDAY,65,9
WEEKDAY_APPR_PROCESS_START_SUNDAY,54,9
WEEKDAY_APPR_PROCESS_START_THURSDAY,0,9
WEEKDAY_APPR_PROCESS_START_TUESDAY,87,9
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,86,9
ORGANIZATION_TYPE_ADVERTISING,0,9
ORGANIZATION_TYPE_AGRICULTURE,17,9
ORGANIZATION_TYPE_BANK,47,9
ORGANIZATION_TYPE_BUSINESSENTITYTYPE1,33,9
ORGANIZATION_TYPE_BUSINESSENTITYTYPE2,14,9
ORGANIZATION_TYPE_BUSINESSENTITYTYPE3,169,9
ORGANIZATION_TYPE_CLEANING,0,9
ORGANIZATION_TYPE_CONSTRUCTION,113,9
ORGANIZATION_TYPE_CULTURE,0,9
ORGANIZATION_TYPE_ELECTRICITY,0,9
ORGANIZATION_TYPE_EMERGENCY,0,9
ORGANIZATION_TYPE_GOVERNMENT,34,9
ORGANIZATION_TYPE_HOTEL,26,9
ORGANIZATION_TYPE_HOUSING,22,9
ORGANIZATION_TYPE_INDUSTRYTYPE1,0,9
ORGANIZATION_TYPE_INDUSTRYTYPE10,0,9
ORGANIZATION_TYPE_INDUSTRYTYPE11,26,9
ORGANIZATION_TYPE_INDUSTRYTYPE12,0,9
ORGANIZATION_TYPE_INDUSTRYTYPE13,0,9
ORGANIZATION_TYPE_INDUSTRYTYPE2,0,9
ORGANIZATION_TYPE_INDUSTRYTYPE3,38,9
ORGANIZATION_TYPE_INDUSTRYTYPE4,0,9
ORGANIZATION_TYPE_INDUSTRYTYPE5,0,9
ORGANIZATION_TYPE_INDUSTRYTYPE6,0,9
ORGANIZATION_TYPE_INDUSTRYTYPE7,11,9
ORGANIZATION_TYPE_INDUSTRYTYPE8,0,9
ORGANIZATION_TYPE_INDUSTRYTYPE9,97,9
ORGANIZATION_TYPE_INSURANCE,0,9
ORGANIZATION_TYPE_KINDERGARTEN,49,9
ORGANIZATION_TYPE_LEGALSERVICES,0,9
ORGANIZATION_TYPE_MEDICINE,40,9
ORGANIZATION_TYPE_MILITARY,77,9
ORGANIZATION_TYPE_MOBILE,0,9
ORGANIZATION_TYPE_OTHER,24,9
ORGANIZATION_TYPE_POLICE,65,9
ORGANIZATION_TYPE_POSTAL,3,9
ORGANIZATION_TYPE_REALTOR,0,9
ORGANIZATION_TYPE_RELIGION,0,9
ORGANIZATION_TYPE_RESTAURANT,28,9
ORGANIZATION_TYPE_SCHOOL,79,9
ORGANIZATION_TYPE_SECURITY,1,9
ORGANIZATION_TYPE_SECURITYMINISTRIES,51,9
ORGANIZATION_TYPE_SELFEMPLOYED,123,9
ORGANIZATION_TYPE_SERVICES,2,9
ORGANIZATION_TYPE_TELECOM,0,9
ORGANIZATION_TYPE_TRADETYPE1,0,9
ORGANIZATION_TYPE_TRADETYPE2,21,9
ORGANIZATION_TYPE_TRADETYPE3,45,9
ORGANIZATION_TYPE_TRADETYPE4,0,9
ORGANIZATION_TYPE_TRADETYPE5,0,9
ORGANIZATION_TYPE_TRADETYPE6,0,9
ORGANIZATION_TYPE_TRADETYPE7,22,9
ORGANIZATION_TYPE_TRANSPORTTYPE1,0,9
ORGANIZATION_TYPE_TRANSPORTTYPE2,13,9
ORGANIZATION_TYPE_TRANSPORTTYPE3,91,9
ORGANIZATION_TYPE_TRANSPORTTYPE4,28,9
ORGANIZATION_TYPE_UNIVERSITY,10,9
ORGANIZATION_TYPE_XNA,0,9
FONDKAPREMONT_MODE_NOTSPECIFIED,25,9
FONDKAPREMONT_MODE_ORGSPECACCOUNT,33,9
FONDKAPREMONT_MODE_REGOPERACCOUNT,33,9
FONDKAPREMONT_MODE_REGOPERSPECACCOUNT,50,9
HOUSETYPE_MODE_BLOCKOFFLATS,0,9
HOUSETYPE_MODE_SPECIFICHOUSING,11,9
HOUSETYPE_MODE_TERRACEDHOUSE,0,9
WALLSMATERIAL_MODE_BLOCK,53,9
WALLSMATERIAL_MODE_MIXED,11,9
WALLSMATERIAL_MODE_MONOLITHIC,4,9
WALLSMATERIAL_MODE_OTHERS,23,9
WALLSMATERIAL_MODE_PANEL,30,9
WALLSMATERIAL_MODE_STONEBRICK,83,9
WALLSMATERIAL_MODE_WOODEN,4,9
EMERGENCYSTATE_MODE_NO,0,9
EMERGENCYSTATE_MODE_YES,13,9
DAYS_EMPLOYED_PERC,2908,9
INCOME_CREDIT_PERC,1836,9
INCOME_PER_PERSON,1510,9
ANNUITY_INCOME_PERC,2162,9
PAYMENT_RATE,3713,9
BURO_DAYS_CREDIT_MIN,1068,9
BURO_DAYS_CREDIT_MAX,1583,9
BURO_DAYS_CREDIT_MEAN,1362,9
BURO_DAYS_CREDIT_VAR,1886,9
BURO_DAYS_CREDIT_ENDDATE_MIN,1160,9
BURO_DAYS_CREDIT_ENDDATE_MAX,1294,9
BURO_DAYS_CREDIT_ENDDATE_MEAN,1443,9
BURO_DAYS_CREDIT_UPDATE_MEAN,1316,9
BURO_CREDIT_DAY_OVERDUE_MAX,77,9
BURO_CREDIT_DAY_OVERDUE_MEAN,79,9
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,1446,9
BURO_AMT_CREDIT_SUM_MAX,1230,9
BURO_AMT_CREDIT_SUM_MEAN,1499,9
BURO_AMT_CREDIT_SUM_SUM,1239,9
BURO_AMT_CREDIT_SUM_DEBT_MAX,810,9
BURO_AMT_CREDIT_SUM_DEBT_MEAN,1299,9
BURO_AMT_CREDIT_SUM_DEBT_SUM,674,9
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,131,9
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,637,9
BURO_AMT_CREDIT_SUM_LIMIT_SUM,248,9
BURO_AMT_ANNUITY_MAX,404,9
BURO_AMT_ANNUITY_MEAN,445,9
BURO_CNT_CREDIT_PROLONG_SUM,23,9
BURO_MONTHS_BALANCE_MIN_MIN,310,9
BURO_MONTHS_BALANCE_MAX_MAX,56,9
BURO_MONTHS_BALANCE_SIZE_MEAN,476,9
BURO_MONTHS_BALANCE_SIZE_SUM,434,9
BURO_CREDIT_ACTIVE_ACTIVE_MEAN,500,9
BURO_CREDIT_ACTIVE_BADDEBT_MEAN,0,9
BURO_CREDIT_ACTIVE_CLOSED_MEAN,446,9
BURO_CREDIT_ACTIVE_SOLD_MEAN,73,9
BURO_CREDIT_ACTIVE_NAN_MEAN,0,9
BURO_CREDIT_CURRENCY_CURRENCY1_MEAN,0,9
BURO_CREDIT_CURRENCY_CURRENCY2_MEAN,0,9
BURO_CREDIT_CURRENCY_CURRENCY3_MEAN,0,9
BURO_CREDIT_CURRENCY_CURRENCY4_MEAN,0,9
BURO_CREDIT_CURRENCY_NAN_MEAN,0,9
BURO_CREDIT_TYPE_ANOTHERTYPEOFLOAN_MEAN,30,9
BURO_CREDIT_TYPE_CARLOAN_MEAN,233,9
BURO_CREDIT_TYPE_CASHLOANNONEARMARKED_MEAN,0,9
BURO_CREDIT_TYPE_CONSUMERCREDIT_MEAN,897,9
BURO_CREDIT_TYPE_CREDITCARD_MEAN,907,9
BURO_CREDIT_TYPE_INTERBANKCREDIT_MEAN,0,9
BURO_CREDIT_TYPE_LOANFORBUSINESSDEVELOPMENT_MEAN,22,9
BURO_CREDIT_TYPE_LOANFORPURCHASEOFSHARESMARGINLENDING_MEAN,0,9
BURO_CREDIT_TYPE_LOANFORTHEPURCHASEOFEQUIPMENT_MEAN,0,9
BURO_CREDIT_TYPE_LOANFORWORKINGCAPITALREPLENISHMENT_MEAN,0,9
BURO_CREDIT_TYPE_MICROLOAN_MEAN,173,9
BURO_CREDIT_TYPE_MOBILEOPERATORLOAN_MEAN,0,9
BURO_CREDIT_TYPE_MORTGAGE_MEAN,158,9
BURO_CREDIT_TYPE_REALESTATELOAN_MEAN,0,9
BURO_CREDIT_TYPE_UNKNOWNTYPEOFLOAN_MEAN,0,9
BURO_CREDIT_TYPE_NAN_MEAN,0,9
BURO_STATUS_0_MEAN_MEAN,783,9
BURO_STATUS_1_MEAN_MEAN,466,9
BURO_STATUS_2_MEAN_MEAN,182,9
BURO_STATUS_3_MEAN_MEAN,20,9
BURO_STATUS_4_MEAN_MEAN,41,9
BURO_STATUS_5_MEAN_MEAN,21,9
BURO_STATUS_C_MEAN_MEAN,636,9
BURO_STATUS_X_MEAN_MEAN,605,9
BURO_STATUS_NAN_MEAN_MEAN,0,9
ACTIVE_DAYS_CREDIT_MIN,1307,9
ACTIVE_DAYS_CREDIT_MAX,1712,9
ACTIVE_DAYS_CREDIT_MEAN,1412,9
ACTIVE_DAYS_CREDIT_VAR,1448,9
ACTIVE_DAYS_CREDIT_ENDDATE_MIN,2029,9
ACTIVE_DAYS_CREDIT_ENDDATE_MAX,1465,9
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,1421,9
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,2076,9
ACTIVE_CREDIT_DAY_OVERDUE_MAX,50,9
ACTIVE_CREDIT_DAY_OVERDUE_MEAN,106,9
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,837,9
ACTIVE_AMT_CREDIT_SUM_MAX,1118,9
ACTIVE_AMT_CREDIT_SUM_MEAN,1329,9
ACTIVE_AMT_CREDIT_SUM_SUM,1278,9
ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,826,9
ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,1381,9
ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,882,9
ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,140,9
ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,678,9
ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM,333,9
ACTIVE_AMT_ANNUITY_MAX,390,9
ACTIVE_AMT_ANNUITY_MEAN,446,9
ACTIVE_CNT_CREDIT_PROLONG_SUM,25,9
ACTIVE_MONTHS_BALANCE_MIN_MIN,302,9
ACTIVE_MONTHS_BALANCE_MAX_MAX,111,9
ACTIVE_MONTHS_BALANCE_SIZE_MEAN,496,9
ACTIVE_MONTHS_BALANCE_SIZE_SUM,391,9
CLOSED_DAYS_CREDIT_MIN,1026,9
CLOSED_DAYS_CREDIT_MAX,1819,9
CLOSED_DAYS_CREDIT_MEAN,1018,9
CLOSED_DAYS_CREDIT_VAR,1637,9
CLOSED_DAYS_CREDIT_ENDDATE_MIN,946,9
CLOSED_DAYS_CREDIT_ENDDATE_MAX,1781,9
CLOSED_DAYS_CREDIT_ENDDATE_MEAN,1214,9
CLOSED_DAYS_CREDIT_UPDATE_MEAN,1489,9
CLOSED_CREDIT_DAY_OVERDUE_MAX,0,9
CLOSED_CREDIT_DAY_OVERDUE_MEAN,0,9
CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,967,9
CLOSED_AMT_CREDIT_SUM_MAX,1170,9
CLOSED_AMT_CREDIT_SUM_MEAN,1652,9
CLOSED_AMT_CREDIT_SUM_SUM,1277,9
CLOSED_AMT_CREDIT_SUM_DEBT_MAX,78,9
CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,58,9
CLOSED_AMT_CREDIT_SUM_DEBT_SUM,74,9
CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,0,9
CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,101,9
CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,58,9
CLOSED_AMT_ANNUITY_MAX,337,9
CLOSED_AMT_ANNUITY_MEAN,252,9
CLOSED_CNT_CREDIT_PROLONG_SUM,12,9
CLOSED_MONTHS_BALANCE_MIN_MIN,325,9
CLOSED_MONTHS_BALANCE_MAX_MAX,163,9
CLOSED_MONTHS_BALANCE_SIZE_MEAN,713,9
CLOSED_MONTHS_BALANCE_SIZE_SUM,524,9
PREV_AMT_ANNUITY_MIN,1242,9
PREV_AMT_ANNUITY_MAX,875,9
PREV_AMT_ANNUITY_MEAN,1207,9
PREV_AMT_APPLICATION_MIN,599,9
PREV_AMT_APPLICATION_MAX,469,9
PREV_AMT_APPLICATION_MEAN,949,9
PREV_AMT_CREDIT_MIN,784,9
PREV_AMT_CREDIT_MAX,688,9
PREV_AMT_CREDIT_MEAN,929,9
PREV_APP_CREDIT_PERC_MIN,1015,9
PREV_APP_CREDIT_PERC_MAX,727,9
PREV_APP_CREDIT_PERC_MEAN,1288,9
PREV_APP_CREDIT_PERC_VAR,1664,9
PREV_AMT_DOWN_PAYMENT_MIN,545,9
PREV_AMT_DOWN_PAYMENT_MAX,846,9
PREV_AMT_DOWN_PAYMENT_MEAN,906,9
PREV_AMT_GOODS_PRICE_MIN,850,9
PREV_AMT_GOODS_PRICE_MAX,256,9
PREV_AMT_GOODS_PRICE_MEAN,828,9
PREV_HOUR_APPR_PROCESS_START_MIN,466,9
PREV_HOUR_APPR_PROCESS_START_MAX,566,9
PREV_HOUR_APPR_PROCESS_START_MEAN,1417,9
PREV_RATE_DOWN_PAYMENT_MIN,528,9
PREV_RATE_DOWN_PAYMENT_MAX,679,9
PREV_RATE_DOWN_PAYMENT_MEAN,1031,9
PREV_DAYS_DECISION_MIN,865,9
PREV_DAYS_DECISION_MAX,1659,9
PREV_DAYS_DECISION_MEAN,1269,9
PREV_CNT_PAYMENT_MEAN,1358,9
PREV_CNT_PAYMENT_SUM,696,9
PREV_NAME_CONTRACT_TYPE_CASHLOANS_MEAN,315,9
PREV_NAME_CONTRACT_TYPE_CONSUMERLOANS_MEAN,176,9
PREV_NAME_CONTRACT_TYPE_REVOLVINGLOANS_MEAN,247,9
PREV_NAME_CONTRACT_TYPE_XNA_MEAN,0,9
PREV_NAME_CONTRACT_TYPE_NAN_MEAN,0,9
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,855,9
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,812,9
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,713,9
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,559,9
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,908,9
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,813,9
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,790,9
PREV_WEEKDAY_APPR_PROCESS_START_NAN_MEAN,0,9
PREV_FLAG_LAST_APPL_PER_CONTRACT_N_MEAN,43,9
PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,2,9
PREV_FLAG_LAST_APPL_PER_CONTRACT_NAN_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_BUILDINGAHOUSEORANANNEX_MEAN,17,9
PREV_NAME_CASH_LOAN_PURPOSE_BUSINESSDEVELOPMENT_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_BUYINGAGARAGE_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_BUYINGAHOLIDAYHOMELAND_MEAN,1,9
PREV_NAME_CASH_LOAN_PURPOSE_BUYINGAHOME_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_BUYINGANEWCAR_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_BUYINGAUSEDCAR_MEAN,36,9
PREV_NAME_CASH_LOAN_PURPOSE_CARREPAIRS_MEAN,21,9
PREV_NAME_CASH_LOAN_PURPOSE_EDUCATION_MEAN,12,9
PREV_NAME_CASH_LOAN_PURPOSE_EVERYDAYEXPENSES_MEAN,27,9
PREV_NAME_CASH_LOAN_PURPOSE_FURNITURE_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_GASIFICATIONWATERSUPPLY_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_HOBBY_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_JOURNEY_MEAN,1,9
PREV_NAME_CASH_LOAN_PURPOSE_MEDICINE_MEAN,65,9
PREV_NAME_CASH_LOAN_PURPOSE_MONEYFORATHIRDPERSON_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_OTHER_MEAN,153,9
PREV_NAME_CASH_LOAN_PURPOSE_PAYMENTSONOTHERLOANS_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_PURCHASEOFELECTRONICEQUIPMENT_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_REFUSALTONAMETHEGOAL_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_REPAIRS_MEAN,159,9
PREV_NAME_CASH_LOAN_PURPOSE_URGENTNEEDS_MEAN,126,9
PREV_NAME_CASH_LOAN_PURPOSE_WEDDINGGIFTHOLIDAY_MEAN,1,9
PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN,68,9
PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN,438,9
PREV_NAME_CASH_LOAN_PURPOSE_NAN_MEAN,0,9
PREV_NAME_CONTRACT_STATUS_APPROVED_MEAN,522,9
PREV_NAME_CONTRACT_STATUS_CANCELED_MEAN,330,9
PREV_NAME_CONTRACT_STATUS_REFUSED_MEAN,355,9
PREV_NAME_CONTRACT_STATUS_UNUSEDOFFER_MEAN,95,9
PREV_NAME_CONTRACT_STATUS_NAN_MEAN,0,9
PREV_NAME_PAYMENT_TYPE_CASHTHROUGHTHEBANK_MEAN,547,9
PREV_NAME_PAYMENT_TYPE_CASHLESSFROMTHEACCOUNTOFTHEEMPLOYER_MEAN,0,9
PREV_NAME_PAYMENT_TYPE_NONCASHFROMYOURACCOUNT_MEAN,71,9
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,564,9
PREV_NAME_PAYMENT_TYPE_NAN_MEAN,0,9
PREV_CODE_REJECT_REASON_CLIENT_MEAN,3,9
PREV_CODE_REJECT_REASON_HC_MEAN,283,9
PREV_CODE_REJECT_REASON_LIMIT_MEAN,193,9
PREV_CODE_REJECT_REASON_SCO_MEAN,275,9
PREV_CODE_REJECT_REASON_SCOFR_MEAN,73,9
PREV_CODE_REJECT_REASON_SYSTEM_MEAN,0,9
PREV_CODE_REJECT_REASON_VERIF_MEAN,20,9
PREV_CODE_REJECT_REASON_XAP_MEAN,288,9
PREV_CODE_REJECT_REASON_XNA_MEAN,27,9
PREV_CODE_REJECT_REASON_NAN_MEAN,0,9
PREV_NAME_TYPE_SUITE_CHILDREN_MEAN,185,9
PREV_NAME_TYPE_SUITE_FAMILY_MEAN,688,9
PREV_NAME_TYPE_SUITE_GROUPOFPEOPLE_MEAN,27,9
PREV_NAME_TYPE_SUITE_OTHER_A_MEAN,70,9
PREV_NAME_TYPE_SUITE_OTHER_B_MEAN,181,9
PREV_NAME_TYPE_SUITE_SPOUSEPARTNER_MEAN,322,9
PREV_NAME_TYPE_SUITE_UNACCOMPANIED_MEAN,1091,9
PREV_NAME_TYPE_SUITE_NAN_MEAN,1009,9
PREV_NAME_CLIENT_TYPE_NEW_MEAN,496,9
PREV_NAME_CLIENT_TYPE_REFRESHED_MEAN,435,9
PREV_NAME_CLIENT_TYPE_REPEATER_MEAN,533,9
PREV_NAME_CLIENT_TYPE_XNA_MEAN,0,9
PREV_NAME_CLIENT_TYPE_NAN_MEAN,0,9
PREV_NAME_GOODS_CATEGORY_ADDITIONALSERVICE_MEAN,0,9
PREV_NAME_GOODS_CATEGORY_ANIMALS_MEAN,0,9
PREV_NAME_GOODS_CATEGORY_AUDIOVIDEO_MEAN,336,9
PREV_NAME_GOODS_CATEGORY_AUTOACCESSORIES_MEAN,99,9
PREV_NAME_GOODS_CATEGORY_CLOTHINGANDACCESSORIES_MEAN,67,9
PREV_NAME_GOODS_CATEGORY_COMPUTERS_MEAN,455,9
PREV_NAME_GOODS_CATEGORY_CONSTRUCTIONMATERIALS_MEAN,166,9
PREV_NAME_GOODS_CATEGORY_CONSUMERELECTRONICS_MEAN,371,9
PREV_NAME_GOODS_CATEGORY_DIRECTSALES_MEAN,0,9
PREV_NAME_GOODS_CATEGORY_EDUCATION_MEAN,0,9
PREV_NAME_GOODS_CATEGORY_FITNESS_MEAN,0,9
