feature,importance,fold
ORGANIZATION_TYPE_UNIVERSITY,21,3
ORGANIZATION_TYPE_XNA,0,3
FONDKAPREMONT_MODE_NOTSPECIFIED,49,3
FONDKAPREMONT_MODE_ORGSPECACCOUNT,35,3
FONDKAPREMONT_MODE_REGOPERACCOUNT,67,3
FONDKAPREMONT_MODE_REGOPERSPECACCOUNT,24,3
HOUSETYPE_MODE_BLOCKOFFLATS,0,3
HOUSETYPE_MODE_SPECIFICHOUSING,8,3
HOUSETYPE_MODE_TERRACEDHOUSE,6,3
WALLSMATERIAL_MODE_BLOCK,39,3
WALLSMATERIAL_MODE_MIXED,24,3
WALLSMATERIAL_MODE_MONOLITHIC,2,3
WALLSMATERIAL_MODE_OTHERS,38,3
WALLSMATERIAL_MODE_PANEL,50,3
WALLSMATERIAL_MODE_STONEBRICK,68,3
WALLSMATERIAL_MODE_WOODEN,9,3
EMERGENCYSTATE_MODE_NO,3,3
EMERGENCYSTATE_MODE_YES,30,3
DAYS_EMPLOYED_PERC,2767,3
INCOME_CREDIT_PERC,1830,3
INCOME_PER_PERSON,1642,3
ANNUITY_INCOME_PERC,2435,3
PAYMENT_RATE,3783,3
BURO_DAYS_CREDIT_MIN,1119,3
BURO_DAYS_CREDIT_MAX,1563,3
BURO_DAYS_CREDIT_MEAN,1268,3
BURO_DAYS_CREDIT_VAR,1727,3
BURO_DAYS_CREDIT_ENDDATE_MIN,1117,3
BURO_DAYS_CREDIT_ENDDATE_MAX,1271,3
BURO_DAYS_CREDIT_ENDDATE_MEAN,1474,3
BURO_DAYS_CREDIT_UPDATE_MEAN,1362,3
BURO_CREDIT_DAY_OVERDUE_MAX,51,3
BURO_CREDIT_DAY_OVERDUE_MEAN,26,3
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,1476,3
BURO_AMT_CREDIT_SUM_MAX,1240,3
BURO_AMT_CREDIT_SUM_MEAN,1486,3
BURO_AMT_CREDIT_SUM_SUM,1354,3
BURO_AMT_CREDIT_SUM_DEBT_MAX,867,3
BURO_AMT_CREDIT_SUM_DEBT_MEAN,1207,3
BURO_AMT_CREDIT_SUM_DEBT_SUM,626,3
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,162,3
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,675,3
BURO_AMT_CREDIT_SUM_LIMIT_SUM,234,3
BURO_AMT_ANNUITY_MAX,400,3
BURO_AMT_ANNUITY_MEAN,441,3
BURO_CNT_CREDIT_PROLONG_SUM,42,3
BURO_MONTHS_BALANCE_MIN_MIN,341,3
BURO_MONTHS_BALANCE_MAX_MAX,100,3
BURO_MONTHS_BALANCE_SIZE_MEAN,512,3
BURO_MONTHS_BALANCE_SIZE_SUM,450,3
BURO_CREDIT_ACTIVE_ACTIVE_MEAN,454,3
BURO_CREDIT_ACTIVE_BADDEBT_MEAN,0,3
BURO_CREDIT_ACTIVE_CLOSED_MEAN,438,3
BURO_CREDIT_ACTIVE_SOLD_MEAN,95,3
BURO_CREDIT_ACTIVE_NAN_MEAN,0,3
BURO_CREDIT_CURRENCY_CURRENCY1_MEAN,0,3
BURO_CREDIT_CURRENCY_CURRENCY2_MEAN,0,3
BURO_CREDIT_CURRENCY_CURRENCY3_MEAN,0,3
BURO_CREDIT_CURRENCY_CURRENCY4_MEAN,0,3
BURO_CREDIT_CURRENCY_NAN_MEAN,0,3
BURO_CREDIT_TYPE_ANOTHERTYPEOFLOAN_MEAN,34,3
BURO_CREDIT_TYPE_CARLOAN_MEAN,224,3
BURO_CREDIT_TYPE_CASHLOANNONEARMARKED_MEAN,0,3
BURO_CREDIT_TYPE_CONSUMERCREDIT_MEAN,801,3
BURO_CREDIT_TYPE_CREDITCARD_MEAN,881,3
BURO_CREDIT_TYPE_INTERBANKCREDIT_MEAN,0,3
BURO_CREDIT_TYPE_LOANFORBUSINESSDEVELOPMENT_MEAN,21,3
BURO_CREDIT_TYPE_LOANFORPURCHASEOFSHARESMARGINLENDING_MEAN,0,3
BURO_CREDIT_TYPE_LOANFORTHEPURCHASEOFEQUIPMENT_MEAN,0,3
BURO_CREDIT_TYPE_LOANFORWORKINGCAPITALREPLENISHMENT_MEAN,0,3
BURO_CREDIT_TYPE_MICROLOAN_MEAN,247,3
BURO_CREDIT_TYPE_MOBILEOPERATORLOAN_MEAN,0,3
BURO_CREDIT_TYPE_MORTGAGE_MEAN,163,3
BURO_CREDIT_TYPE_REALESTATELOAN_MEAN,0,3
BURO_CREDIT_TYPE_UNKNOWNTYPEOFLOAN_MEAN,0,3
BURO_CREDIT_TYPE_NAN_MEAN,0,3
BURO_STATUS_0_MEAN_MEAN,967,3
BURO_STATUS_1_MEAN_MEAN,516,3
BURO_STATUS_2_MEAN_MEAN,132,3
BURO_STATUS_3_MEAN_MEAN,7,3
BURO_STATUS_4_MEAN_MEAN,44,3
BURO_STATUS_5_MEAN_MEAN,22,3
BURO_STATUS_C_MEAN_MEAN,518,3
BURO_STATUS_X_MEAN_MEAN,611,3
BURO_STATUS_NAN_MEAN_MEAN,0,3
ACTIVE_DAYS_CREDIT_MIN,1237,3
ACTIVE_DAYS_CREDIT_MAX,1645,3
ACTIVE_DAYS_CREDIT_MEAN,1410,3
ACTIVE_DAYS_CREDIT_VAR,1373,3
ACTIVE_DAYS_CREDIT_ENDDATE_MIN,1939,3
ACTIVE_DAYS_CREDIT_ENDDATE_MAX,1357,3
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,1625,3
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,2203,3
ACTIVE_CREDIT_DAY_OVERDUE_MAX,86,3
ACTIVE_CREDIT_DAY_OVERDUE_MEAN,44,3
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,710,3
ACTIVE_AMT_CREDIT_SUM_MAX,1034,3
ACTIVE_AMT_CREDIT_SUM_MEAN,1337,3
ACTIVE_AMT_CREDIT_SUM_SUM,1378,3
ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,790,3
ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,1376,3
ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,931,3
ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,108,3
ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,646,3
ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM,330,3
ACTIVE_AMT_ANNUITY_MAX,382,3
ACTIVE_AMT_ANNUITY_MEAN,436,3
ACTIVE_CNT_CREDIT_PROLONG_SUM,42,3
ACTIVE_MONTHS_BALANCE_MIN_MIN,280,3
ACTIVE_MONTHS_BALANCE_MAX_MAX,147,3
ACTIVE_MONTHS_BALANCE_SIZE_MEAN,503,3
ACTIVE_MONTHS_BALANCE_SIZE_SUM,427,3
CLOSED_DAYS_CREDIT_MIN,995,3
CLOSED_DAYS_CREDIT_MAX,1885,3
CLOSED_DAYS_CREDIT_MEAN,1087,3
CLOSED_DAYS_CREDIT_VAR,1532,3
CLOSED_DAYS_CREDIT_ENDDATE_MIN,1062,3
CLOSED_DAYS_CREDIT_ENDDATE_MAX,1786,3
CLOSED_DAYS_CREDIT_ENDDATE_MEAN,1317,3
CLOSED_DAYS_CREDIT_UPDATE_MEAN,1574,3
CLOSED_CREDIT_DAY_OVERDUE_MAX,0,3
CLOSED_CREDIT_DAY_OVERDUE_MEAN,0,3
CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,924,3
CLOSED_AMT_CREDIT_SUM_MAX,1177,3
CLOSED_AMT_CREDIT_SUM_MEAN,1454,3
CLOSED_AMT_CREDIT_SUM_SUM,1279,3
CLOSED_AMT_CREDIT_SUM_DEBT_MAX,57,3
CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,77,3
CLOSED_AMT_CREDIT_SUM_DEBT_SUM,142,3
CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,0,3
CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,143,3
CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,57,3
CLOSED_AMT_ANNUITY_MAX,316,3
CLOSED_AMT_ANNUITY_MEAN,265,3
CLOSED_CNT_CREDIT_PROLONG_SUM,19,3
CLOSED_MONTHS_BALANCE_MIN_MIN,326,3
CLOSED_MONTHS_BALANCE_MAX_MAX,207,3
CLOSED_MONTHS_BALANCE_SIZE_MEAN,583,3
CLOSED_MONTHS_BALANCE_SIZE_SUM,472,3
PREV_AMT_ANNUITY_MIN,1186,3
PREV_AMT_ANNUITY_MAX,974,3
PREV_AMT_ANNUITY_MEAN,1311,3
PREV_AMT_APPLICATION_MIN,642,3
PREV_AMT_APPLICATION_MAX,501,3
PREV_AMT_APPLICATION_MEAN,959,3
PREV_AMT_CREDIT_MIN,774,3
PREV_AMT_CREDIT_MAX,753,3
PREV_AMT_CREDIT_MEAN,1086,3
PREV_APP_CREDIT_PERC_MIN,985,3
PREV_APP_CREDIT_PERC_MAX,740,3
PREV_APP_CREDIT_PERC_MEAN,1237,3
PREV_APP_CREDIT_PERC_VAR,1713,3
PREV_AMT_DOWN_PAYMENT_MIN,444,3
PREV_AMT_DOWN_PAYMENT_MAX,892,3
PREV_AMT_DOWN_PAYMENT_MEAN,870,3
PREV_AMT_GOODS_PRICE_MIN,836,3
PREV_AMT_GOODS_PRICE_MAX,224,3
PREV_AMT_GOODS_PRICE_MEAN,869,3
PREV_HOUR_APPR_PROCESS_START_MIN,471,3
PREV_HOUR_APPR_PROCESS_START_MAX,585,3
PREV_HOUR_APPR_PROCESS_START_MEAN,1570,3
PREV_RATE_DOWN_PAYMENT_MIN,478,3
PREV_RATE_DOWN_PAYMENT_MAX,685,3
PREV_RATE_DOWN_PAYMENT_MEAN,982,3
PREV_DAYS_DECISION_MIN,782,3
PREV_DAYS_DECISION_MAX,1610,3
PREV_DAYS_DECISION_MEAN,1142,3
PREV_CNT_PAYMENT_MEAN,1257,3
PREV_CNT_PAYMENT_SUM,588,3
PREV_NAME_CONTRACT_TYPE_CASHLOANS_MEAN,303,3
PREV_NAME_CONTRACT_TYPE_CONSUMERLOANS_MEAN,198,3
PREV_NAME_CONTRACT_TYPE_REVOLVINGLOANS_MEAN,250,3
PREV_NAME_CONTRACT_TYPE_XNA_MEAN,0,3
PREV_NAME_CONTRACT_TYPE_NAN_MEAN,0,3
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,904,3
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,750,3
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,708,3
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,583,3
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,883,3
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,727,3
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,819,3
PREV_WEEKDAY_APPR_PROCESS_START_NAN_MEAN,0,3
PREV_FLAG_LAST_APPL_PER_CONTRACT_N_MEAN,44,3
PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,9,3
PREV_FLAG_LAST_APPL_PER_CONTRACT_NAN_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_BUILDINGAHOUSEORANANNEX_MEAN,5,3
PREV_NAME_CASH_LOAN_PURPOSE_BUSINESSDEVELOPMENT_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_BUYINGAGARAGE_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_BUYINGAHOLIDAYHOMELAND_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_BUYINGAHOME_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_BUYINGANEWCAR_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_BUYINGAUSEDCAR_MEAN,21,3
PREV_NAME_CASH_LOAN_PURPOSE_CARREPAIRS_MEAN,46,3
PREV_NAME_CASH_LOAN_PURPOSE_EDUCATION_MEAN,37,3
PREV_NAME_CASH_LOAN_PURPOSE_EVERYDAYEXPENSES_MEAN,21,3
PREV_NAME_CASH_LOAN_PURPOSE_FURNITURE_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_GASIFICATIONWATERSUPPLY_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_HOBBY_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_JOURNEY_MEAN,8,3
PREV_NAME_CASH_LOAN_PURPOSE_MEDICINE_MEAN,57,3
PREV_NAME_CASH_LOAN_PURPOSE_MONEYFORATHIRDPERSON_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_OTHER_MEAN,109,3
PREV_NAME_CASH_LOAN_PURPOSE_PAYMENTSONOTHERLOANS_MEAN,13,3
PREV_NAME_CASH_LOAN_PURPOSE_PURCHASEOFELECTRONICEQUIPMENT_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_REFUSALTONAMETHEGOAL_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_REPAIRS_MEAN,182,3
PREV_NAME_CASH_LOAN_PURPOSE_URGENTNEEDS_MEAN,88,3
PREV_NAME_CASH_LOAN_PURPOSE_WEDDINGGIFTHOLIDAY_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN,92,3
PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN,504,3
PREV_NAME_CASH_LOAN_PURPOSE_NAN_MEAN,0,3
PREV_NAME_CONTRACT_STATUS_APPROVED_MEAN,484,3
PREV_NAME_CONTRACT_STATUS_CANCELED_MEAN,301,3
PREV_NAME_CONTRACT_STATUS_REFUSED_MEAN,328,3
PREV_NAME_CONTRACT_STATUS_UNUSEDOFFER_MEAN,120,3
PREV_NAME_CONTRACT_STATUS_NAN_MEAN,0,3
PREV_NAME_PAYMENT_TYPE_CASHTHROUGHTHEBANK_MEAN,569,3
PREV_NAME_PAYMENT_TYPE_CASHLESSFROMTHEACCOUNTOFTHEEMPLOYER_MEAN,0,3
PREV_NAME_PAYMENT_TYPE_NONCASHFROMYOURACCOUNT_MEAN,83,3
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,638,3
PREV_NAME_PAYMENT_TYPE_NAN_MEAN,0,3
PREV_CODE_REJECT_REASON_CLIENT_MEAN,4,3
PREV_CODE_REJECT_REASON_HC_MEAN,305,3
PREV_CODE_REJECT_REASON_LIMIT_MEAN,149,3
PREV_CODE_REJECT_REASON_SCO_MEAN,223,3
PREV_CODE_REJECT_REASON_SCOFR_MEAN,88,3
PREV_CODE_REJECT_REASON_SYSTEM_MEAN,0,3
PREV_CODE_REJECT_REASON_VERIF_MEAN,34,3
PREV_CODE_REJECT_REASON_XAP_MEAN,282,3
PREV_CODE_REJECT_REASON_XNA_MEAN,17,3
PREV_CODE_REJECT_REASON_NAN_MEAN,0,3
PREV_NAME_TYPE_SUITE_CHILDREN_MEAN,179,3
PREV_NAME_TYPE_SUITE_FAMILY_MEAN,724,3
PREV_NAME_TYPE_SUITE_GROUPOFPEOPLE_MEAN,29,3
PREV_NAME_TYPE_SUITE_OTHER_A_MEAN,100,3
PREV_NAME_TYPE_SUITE_OTHER_B_MEAN,131,3
PREV_NAME_TYPE_SUITE_SPOUSEPARTNER_MEAN,339,3
PREV_NAME_TYPE_SUITE_UNACCOMPANIED_MEAN,1068,3
PREV_NAME_TYPE_SUITE_NAN_MEAN,1095,3
PREV_NAME_CLIENT_TYPE_NEW_MEAN,461,3
PREV_NAME_CLIENT_TYPE_REFRESHED_MEAN,465,3
PREV_NAME_CLIENT_TYPE_REPEATER_MEAN,492,3
PREV_NAME_CLIENT_TYPE_XNA_MEAN,0,3
PREV_NAME_CLIENT_TYPE_NAN_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_ADDITIONALSERVICE_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_ANIMALS_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_AUDIOVIDEO_MEAN,363,3
PREV_NAME_GOODS_CATEGORY_AUTOACCESSORIES_MEAN,28,3
PREV_NAME_GOODS_CATEGORY_CLOTHINGANDACCESSORIES_MEAN,105,3
PREV_NAME_GOODS_CATEGORY_COMPUTERS_MEAN,501,3
PREV_NAME_GOODS_CATEGORY_CONSTRUCTIONMATERIALS_MEAN,155,3
PREV_NAME_GOODS_CATEGORY_CONSUMERELECTRONICS_MEAN,369,3
PREV_NAME_GOODS_CATEGORY_DIRECTSALES_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_EDUCATION_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_FITNESS_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_FURNITURE_MEAN,210,3
PREV_NAME_GOODS_CATEGORY_GARDENING_MEAN,56,3
PREV_NAME_GOODS_CATEGORY_HOMEWARES_MEAN,7,3
PREV_NAME_GOODS_CATEGORY_HOUSECONSTRUCTION_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_INSURANCE_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_JEWELRY_MEAN,41,3
PREV_NAME_GOODS_CATEGORY_MEDICALSUPPLIES_MEAN,26,3
PREV_NAME_GOODS_CATEGORY_MEDICINE_MEAN,14,3
PREV_NAME_GOODS_CATEGORY_MOBILE_MEAN,475,3
PREV_NAME_GOODS_CATEGORY_OFFICEAPPLIANCES_MEAN,9,3
PREV_NAME_GOODS_CATEGORY_OTHER_MEAN,38,3
PREV_NAME_GOODS_CATEGORY_PHOTOCINEMAEQUIPMENT_MEAN,230,3
PREV_NAME_GOODS_CATEGORY_SPORTANDLEISURE_MEAN,74,3
PREV_NAME_GOODS_CATEGORY_TOURISM_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_VEHICLES_MEAN,56,3
PREV_NAME_GOODS_CATEGORY_WEAPON_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_XNA_MEAN,254,3
PREV_NAME_GOODS_CATEGORY_NAN_MEAN,0,3
PREV_NAME_PORTFOLIO_CARDS_MEAN,227,3
PREV_NAME_PORTFOLIO_CARS_MEAN,0,3
PREV_NAME_PORTFOLIO_CASH_MEAN,354,3
PREV_NAME_PORTFOLIO_POS_MEAN,304,3
PREV_NAME_PORTFOLIO_XNA_MEAN,403,3
PREV_NAME_PORTFOLIO_NAN_MEAN,0,3
PREV_NAME_PRODUCT_TYPE_XNA_MEAN,541,3
PREV_NAME_PRODUCT_TYPE_WALKIN_MEAN,276,3
PREV_NAME_PRODUCT_TYPE_XSELL_MEAN,469,3
PREV_NAME_PRODUCT_TYPE_NAN_MEAN,0,3
PREV_CHANNEL_TYPE_APCASHLOAN_MEAN,223,3
PREV_CHANNEL_TYPE_CARDEALER_MEAN,0,3
PREV_CHANNEL_TYPE_CHANNELOFCORPORATESALES_MEAN,76,3
PREV_CHANNEL_TYPE_CONTACTCENTER_MEAN,265,3
PREV_CHANNEL_TYPE_COUNTRYWIDE_MEAN,836,3
PREV_CHANNEL_TYPE_CREDITANDCASHOFFICES_MEAN,564,3
PREV_CHANNEL_TYPE_REGIONALLOCAL_MEAN,397,3
PREV_CHANNEL_TYPE_STONE_MEAN,586,3
PREV_CHANNEL_TYPE_NAN_MEAN,0,3
PREV_NAME_SELLER_INDUSTRY_AUTOTECHNOLOGY_MEAN,79,3
PREV_NAME_SELLER_INDUSTRY_CLOTHING_MEAN,67,3
PREV_NAME_SELLER_INDUSTRY_CONNECTIVITY_MEAN,524,3
PREV_NAME_SELLER_INDUSTRY_CONSTRUCTION_MEAN,195,3
PREV_NAME_SELLER_INDUSTRY_CONSUMERELECTRONICS_MEAN,646,3
PREV_NAME_SELLER_INDUSTRY_FURNITURE_MEAN,174,3
PREV_NAME_SELLER_INDUSTRY_INDUSTRY_MEAN,168,3
PREV_NAME_SELLER_INDUSTRY_JEWELRY_MEAN,12,3
PREV_NAME_SELLER_INDUSTRY_MLMPARTNERS_MEAN,0,3
PREV_NAME_SELLER_INDUSTRY_TOURISM_MEAN,0,3
PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,294,3
PREV_NAME_SELLER_INDUSTRY_NAN_MEAN,0,3
PREV_NAME_YIELD_GROUP_XNA_MEAN,516,3
PREV_NAME_YIELD_GROUP_HIGH_MEAN,888,3
PREV_NAME_YIELD_GROUP_LOW_ACTION_MEAN,329,3
PREV_NAME_YIELD_GROUP_LOW_NORMAL_MEAN,854,3
PREV_NAME_YIELD_GROUP_MIDDLE_MEAN,1045,3
PREV_NAME_YIELD_GROUP_NAN_MEAN,0,3
PREV_PRODUCT_COMBINATION_CARDSTREET_MEAN,235,3
PREV_PRODUCT_COMBINATION_CARDXSELL_MEAN,238,3
PREV_PRODUCT_COMBINATION_CASH_MEAN,357,3
PREV_PRODUCT_COMBINATION_CASHSTREETHIGH_MEAN,196,3
PREV_PRODUCT_COMBINATION_CASHSTREETLOW_MEAN,210,3
PREV_PRODUCT_COMBINATION_CASHSTREETMIDDLE_MEAN,188,3
PREV_PRODUCT_COMBINATION_CASHXSELLHIGH_MEAN,302,3
PREV_PRODUCT_COMBINATION_CASHXSELLLOW_MEAN,376,3
PREV_PRODUCT_COMBINATION_CASHXSELLMIDDLE_MEAN,355,3
PREV_PRODUCT_COMBINATION_POSHOUSEHOLDWITHINTEREST_MEAN,619,3
PREV_PRODUCT_COMBINATION_POSHOUSEHOLDWITHOUTINTEREST_MEAN,199,3
PREV_PRODUCT_COMBINATION_POSINDUSTRYWITHINTEREST_MEAN,264,3
PREV_PRODUCT_COMBINATION_POSINDUSTRYWITHOUTINTEREST_MEAN,72,3
PREV_PRODUCT_COMBINATION_POSMOBILEWITHINTEREST_MEAN,401,3
PREV_PRODUCT_COMBINATION_POSMOBILEWITHOUTINTEREST_MEAN,151,3
PREV_PRODUCT_COMBINATION_POSOTHERWITHINTEREST_MEAN,202,3
PREV_PRODUCT_COMBINATION_POSOTHERSWITHOUTINTEREST_MEAN,7,3
PREV_PRODUCT_COMBINATION_NAN_MEAN,0,3
APPROVED_AMT_ANNUITY_MIN,1112,3
APPROVED_AMT_ANNUITY_MAX,954,3
APPROVED_AMT_ANNUITY_MEAN,1055,3
APPROVED_AMT_APPLICATION_MIN,861,3
APPROVED_AMT_APPLICATION_MAX,616,3
APPROVED_AMT_APPLICATION_MEAN,719,3
APPROVED_AMT_CREDIT_MIN,1000,3
APPROVED_AMT_CREDIT_MAX,897,3
APPROVED_AMT_CREDIT_MEAN,775,3
APPROVED_APP_CREDIT_PERC_MIN,1007,3
APPROVED_APP_CREDIT_PERC_MAX,801,3
APPROVED_APP_CREDIT_PERC_MEAN,1189,3
APPROVED_APP_CREDIT_PERC_VAR,1593,3
APPROVED_AMT_DOWN_PAYMENT_MIN,543,3
APPROVED_AMT_DOWN_PAYMENT_MAX,1023,3
APPROVED_AMT_DOWN_PAYMENT_MEAN,638,3
APPROVED_AMT_GOODS_PRICE_MIN,779,3
APPROVED_AMT_GOODS_PRICE_MAX,265,3
APPROVED_AMT_GOODS_PRICE_MEAN,590,3
APPROVED_HOUR_APPR_PROCESS_START_MIN,491,3
APPROVED_HOUR_APPR_PROCESS_START_MAX,593,3
APPROVED_HOUR_APPR_PROCESS_START_MEAN,1098,3
APPROVED_RATE_DOWN_PAYMENT_MIN,496,3
APPROVED_RATE_DOWN_PAYMENT_MAX,743,3
APPROVED_RATE_DOWN_PAYMENT_MEAN,713,3
APPROVED_DAYS_DECISION_MIN,860,3
APPROVED_DAYS_DECISION_MAX,1900,3
APPROVED_DAYS_DECISION_MEAN,1199,3
APPROVED_CNT_PAYMENT_MEAN,1227,3
APPROVED_CNT_PAYMENT_SUM,937,3
REFUSED_AMT_ANNUITY_MIN,586,3
REFUSED_AMT_ANNUITY_MAX,449,3
REFUSED_AMT_ANNUITY_MEAN,446,3
REFUSED_AMT_APPLICATION_MIN,308,3
REFUSED_AMT_APPLICATION_MAX,229,3
REFUSED_AMT_APPLICATION_MEAN,261,3
REFUSED_AMT_CREDIT_MIN,495,3
REFUSED_AMT_CREDIT_MAX,307,3
REFUSED_AMT_CREDIT_MEAN,245,3
REFUSED_APP_CREDIT_PERC_MIN,461,3
REFUSED_APP_CREDIT_PERC_MAX,341,3
REFUSED_APP_CREDIT_PERC_MEAN,553,3
REFUSED_APP_CREDIT_PERC_VAR,418,3
REFUSED_AMT_DOWN_PAYMENT_MIN,141,3
REFUSED_AMT_DOWN_PAYMENT_MAX,255,3
REFUSED_AMT_DOWN_PAYMENT_MEAN,119,3
REFUSED_AMT_GOODS_PRICE_MIN,363,3
REFUSED_AMT_GOODS_PRICE_MAX,194,3
REFUSED_AMT_GOODS_PRICE_MEAN,345,3
REFUSED_HOUR_APPR_PROCESS_START_MIN,248,3
REFUSED_HOUR_APPR_PROCESS_START_MAX,252,3
REFUSED_HOUR_APPR_PROCESS_START_MEAN,503,3
REFUSED_RATE_DOWN_PAYMENT_MIN,141,3
REFUSED_RATE_DOWN_PAYMENT_MAX,180,3
REFUSED_RATE_DOWN_PAYMENT_MEAN,169,3
REFUSED_DAYS_DECISION_MIN,583,3
REFUSED_DAYS_DECISION_MAX,784,3
REFUSED_DAYS_DECISION_MEAN,500,3
REFUSED_CNT_PAYMENT_MEAN,386,3
REFUSED_CNT_PAYMENT_SUM,352,3
POS_MONTHS_BALANCE_MAX,873,3
POS_MONTHS_BALANCE_MEAN,1238,3
POS_MONTHS_BALANCE_SIZE,1054,3
POS_SK_DPD_MAX,228,3
POS_SK_DPD_MEAN,477,3
POS_SK_DPD_DEF_MAX,200,3
POS_SK_DPD_DEF_MEAN,429,3
POS_NAME_CONTRACT_STATUS_ACTIVE_MEAN,1543,3
POS_NAME_CONTRACT_STATUS_AMORTIZEDDEBT_MEAN,0,3
POS_NAME_CONTRACT_STATUS_APPROVED_MEAN,41,3
POS_NAME_CONTRACT_STATUS_CANCELED_MEAN,0,3
POS_NAME_CONTRACT_STATUS_COMPLETED_MEAN,1435,3
POS_NAME_CONTRACT_STATUS_DEMAND_MEAN,0,3
POS_NAME_CONTRACT_STATUS_RETURNEDTOTHESTORE_MEAN,103,3
POS_NAME_CONTRACT_STATUS_SIGNED_MEAN,492,3
POS_NAME_CONTRACT_STATUS_XNA_MEAN,0,3
POS_NAME_CONTRACT_STATUS_NAN_MEAN,0,3
POS_COUNT,49,3
INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,420,3
INSTAL_DPD_MAX,591,3
INSTAL_DPD_MEAN,1269,3
INSTAL_DPD_SUM,654,3
INSTAL_DBD_MAX,1833,3
INSTAL_DBD_MEAN,2367,3
INSTAL_DBD_SUM,1759,3
INSTAL_PAYMENT_PERC_MAX,155,3
INSTAL_PAYMENT_PERC_MEAN,847,3
INSTAL_PAYMENT_PERC_SUM,721,3
INSTAL_PAYMENT_PERC_VAR,944,3
INSTAL_PAYMENT_DIFF_MAX,791,3
INSTAL_PAYMENT_DIFF_MEAN,789,3
INSTAL_PAYMENT_DIFF_SUM,750,3
INSTAL_PAYMENT_DIFF_VAR,780,3
INSTAL_AMT_INSTALMENT_MAX,1053,3
INSTAL_AMT_INSTALMENT_MEAN,1214,3
INSTAL_AMT_INSTALMENT_SUM,931,3
INSTAL_AMT_PAYMENT_MIN,1796,3
INSTAL_AMT_PAYMENT_MAX,994,3
INSTAL_AMT_PAYMENT_MEAN,1338,3
INSTAL_AMT_PAYMENT_SUM,1155,3
INSTAL_DAYS_ENTRY_PAYMENT_MAX,1932,3
INSTAL_DAYS_ENTRY_PAYMENT_MEAN,1346,3
INSTAL_DAYS_ENTRY_PAYMENT_SUM,1248,3
INSTAL_COUNT,755,3
CC_MONTHS_BALANCE_MIN,36,3
CC_MONTHS_BALANCE_MAX,44,3
CC_MONTHS_BALANCE_MEAN,139,3
CC_MONTHS_BALANCE_SUM,152,3
